nr	bezirk	bsn	schulname	plz	strasse	gesamtkosten
01	Mitte	01A04	Berlin-Kolleg	10551	Turmstr. 75	€6'710'000
01	Mitte	01G01	Grundschule am Arkonaplatz	10115	Ruppiner Str. 47-48	€2'450'000
01	Mitte	01G02	Papageno-Grundschule	10115	Bergstr. 58	€2'080'000
01	Mitte	01G04	Kastanienbaum-Grundschule	10119	Gipsstr. 23A	€5'360'000
01	Mitte	01G05	Grundschule Neues Tor	10115	Hannoversche Str. 20	€4'100'000
01	Mitte	01G07	GutsMuths-Grundschule	10179	Singerstr. 8	€4'250'000
01	Mitte	01G08	Grundschule am Brandenburger Tor	10117	Wilhelmstr. 52	€5'230'000
01	Mitte	01G10	City-Grundschule	10179	Sebastianstr. 57	€90'000
01	Mitte	01G11	Kurt-Tucholsky-Grundschule	10559	Rathenower Str. 18	€5'810'000
01	Mitte	01G15	Anne-Frank-Grundschule	10557	Paulstr. 20B	€2'120'000
01	Mitte	01G16	Moabiter Grundschule	10557	Paulstr. 28	€7'560'000
01	Mitte	01G18	Carl-Bolle-Grundschule	10551	Waldenserstr. 20-21	€9'950'000
01	Mitte	01G19	Hansa-Grundschule	10555	Lessingstr. 5	€1'480'000
01	Mitte	01G24	Gottfried-Röhl-Grundschule	13349	Ungarnstr. 75	€7'110'000
01	Mitte	01G25	Rudolf-Wissell-Grundschule	13357	Ellerbeker Str. 7-8	€7'270'000
01	Mitte	01G27	Gesundbrunnen-Grundschule	13357	Prinzenallee 8	€5'270'000
01	Mitte	01G28	Brüder-Grimm-Grundschule	13353	Tegeler Str. 18-19	€2'880'000
01	Mitte	01G29	Wilhelm-Hauff-Grundschule	13359	Gotenburger Str. 8	€1'630'000
01	Mitte	01G31	Wedding-Grundschule	13347	Antonstr. 10	€6'040'000
01	Mitte	01G32	Carl-Kraemer-Grundschule	13359	Zechliner Str. 4	€7'760'000
01	Mitte	01G35	Humboldthain-Grundschule	13355	Grenzstr. 7	€5'150'000
01	Mitte	01G36	Andersen-Grundschule	13359	Kattegatstr. 26	€3'790'000
01	Mitte	01G37	Heinrich-Seidel-Grundschule	13355	Ramlerstr. 9-10	€8'940'000
01	Mitte	01G38	Gustav-Falke-Grundschule	13355	Strelitzer Str. 42	€4'260'000
01	Mitte	01G39	Vineta-Grundschule	13355	Demminer Str. 27	€2'150'000
01	Mitte	01G40	Möwensee-Grundschule	13351	Afrikanische Str. 123-125	€6'620'000
01	Mitte	01G41	Erika-Mann-Grundschule	13347	Utrechter Str. 25-27	€5'520'000
01	Mitte	01G42	Anna-Lindh-Schule (Grundschule)	13351	Guineastr. 17-18	€10'860'000
01	Mitte	01G43	Albert-Gutzmann-Schule (Grundschule)	13357	Orthstr. 1	€7'440'000
01	Mitte	01G44	Allegro-Grundschule	10785	Lützowstr. 83-85	€3'900'000
01	Mitte	01G45	Leo-Lionni-Grundschule	13353	Müllerstr. 158	€9'530'000
01	Mitte	01G46	Grundschule am Koppenplatz	10115	Koppenplatz 12	€5'280'000
01	Mitte	01G47	Miriam-Makeba-Grundschule	10555	Zinzendorfstr. 15-16	€7'250'000
01	Mitte	01K01	Willy-Brandt-Schule	13357	Grüntaler Str. 5	€5'280'000
01	Mitte	01K02	Ernst-Schering-Schule	13353	Lütticher Str. 47-48	€11'020'000
01	Mitte	01K03	Ernst-Reuter-Schule	13355	Stralsunder Str. 57	€16'740'000
01	Mitte	01K04	Heinrich-von-Stephan-Schule (Gemeinschaftsschule)	10553	Neues Ufer 6	€6'980'000
01	Mitte	01K06	Herbert-Hoover-Schule (Integrierte Sekundarschule)	13357	Pankstr. 18-19	€820'000
01	Mitte	01K07	Hemingway-Schule	10115	Gartenstr. 10-17	€2'880'000
01	Mitte	01K08	Schule am Schillerpark (Integrierte Sekundarschule)	13349	Ofener Str. 6	€9'960'000
01	Mitte	01K09	Hedwig-Dohm-Schule (Integrierte Sekundarschule)	10559	Stephanstr. 27	€6'550'000
01	Mitte	01K10	Theodor-Heuss-Schule (Gemeinschaftsschule)	10559	Quitzowstr. 141	€10'930'000
01	Mitte	01S01	Schule am Zille-Park	13347	Ravenéstr. 10-12	€5'420'000
01	Mitte	01S05	Schule in der Charité	13353	Augustenburger Platz 1	€0
01	Mitte	01S06	Albert-Gutzmann-Schule	13357	Orthstr. 1	€0
01	Mitte	01S07	Charlotte-Pfeffer-Schule	10178	Berolinastr. 8	€0
01	Mitte	01Y02	John-Lennon-Gymnasium	10119	Zehdenicker Str. 17	€4'950'000
01	Mitte	01Y07	Französisches Gymnasium	10785	Derfflingerstr. 7	€6'130'000
01	Mitte	01Y08	Lessing-Gymnasium	13349	Schöningstr. 17	€9'630'000
01	Mitte	01Y09	Diesterweg-Schule (Gymnasium)	13357	Böttgerstr. 2-6	€1'080'000
01	Mitte	01Y11	Max-Planck-Schule (Gymnasium)	10179	Singerstr. 8A	€1'560'000
01	Mitte	01Y12	Gymnasium Tiergarten	10555	Altonaer Str. 26	€280'000
02	Friedrichshain-Kreuzberg	02G01	Spartacus-Grundschule	10249	Friedenstr. 40-45	€830'000
02	Friedrichshain-Kreuzberg	02G02	Hausburg-Grundschule	10249	Hausburgstr. 20	€6'600'000
02	Friedrichshain-Kreuzberg	02G03	Justus-von-Liebig-Grundschule	10247	Liebigstr. 18A	€5'430'000
02	Friedrichshain-Kreuzberg	02G04	Pettenkofer-Grundschule	10247	Pettenkoferstr. 20-24	€5'070'000
02	Friedrichshain-Kreuzberg	02G07	Ludwig-Hoffmann-Grundschule	10243	Lasdehner Str. 21-23	€1'710'000
02	Friedrichshain-Kreuzberg	02G08	Grundschule am Traveplatz	10247	Jessnerstr. 24-32	€3'040'000
02	Friedrichshain-Kreuzberg	02G09	Zille-Grundschule	10245	Boxhagener Str. 46	€1'180'000
02	Friedrichshain-Kreuzberg	02G10	Modersohn-Grundschule	10245	Niemannstr. 3	€510'000
02	Friedrichshain-Kreuzberg	02G11	Thalia-Grundschule	10245	Alt-Stralau 34	€650'000
02	Friedrichshain-Kreuzberg	02G12	Kurt-Schumacher-Grundschule	10969	Puttkamerstr. 19	€9'640'000
02	Friedrichshain-Kreuzberg	02G13	Charlotte-Salomon-Grundschule	10965	Großbeerenstr. 40	€4'510'000
02	Friedrichshain-Kreuzberg	02G14	Galilei-Grundschule	10969	Friedrichstr. 13	€4'850'000
02	Friedrichshain-Kreuzberg	02G16	Lenau-Grundschule	10961	Nostitzstr. 60	€11'630'000
02	Friedrichshain-Kreuzberg	02G18	Nürtingen-Grundschule	10997	Mariannenplatz 28	€13'480'000
02	Friedrichshain-Kreuzberg	02G19	Fanny-Hensel-Grundschule	10963	Schöneberger Str. 23	€2'180'000
02	Friedrichshain-Kreuzberg	02G20	Bürgermeister-Herz-Grundschule	10961	Wilmsstr. 10	€3'380'000
02	Friedrichshain-Kreuzberg	02G21	Reinhardswald-Grundschule	10961	Gneisenaustr. 73-74	€9'380'000
02	Friedrichshain-Kreuzberg	02G22	Jens-Nydahl-Grundschule	10999	Kohlfurter Str. 20	€8'080'000
02	Friedrichshain-Kreuzberg	02G23	Fichtelgebirge-Grundschule	10997	Görlitzer Ufer 2	€6'580'000
02	Friedrichshain-Kreuzberg	02G24	Otto-Wels-Grundschule	10969	Alexandrinenstr. 12	€6'240'000
02	Friedrichshain-Kreuzberg	02G26	Lemgo-Grundschule	10967	Böckhstr. 5	€6'020'000
02	Friedrichshain-Kreuzberg	02G27	Hunsrück-Grundschule	10999	Manteuffelstr. 79	€6'650'000
02	Friedrichshain-Kreuzberg	02G29	Heinrich-Zille-Grundschule	10997	Waldemarstr. 118	€4'040'000
02	Friedrichshain-Kreuzberg	02G31	Adolf-Glaßbrenner-Grundschule	10965	Hagelberger Str. 34	€3'570'000
02	Friedrichshain-Kreuzberg	02G32	Clara-Grunwald-Grundschule	10963	Hallesche Str. 24	€3'580'000
02	Friedrichshain-Kreuzberg	02G33	Aziz-Nesin-Grundschule	10961	Urbanstr. 15	€4'510'000
02	Friedrichshain-Kreuzberg	02G34	34. Schule (Grundschule)	10247	Scharnweberstr. 19	€270'000
02	Friedrichshain-Kreuzberg	02G35	Rosa-Parks-Grundschule	10999	Reichenberger Str. 65	€13'200'000
02	Friedrichshain-Kreuzberg	02G36	36. Schule (Grundschule)	10243	Andreasstr. 50	€2'960'000
02	Friedrichshain-Kreuzberg	02K01	Ellen-Key-Schule	10243	Rüdersdorfer Str. 20-28	€6'230'000
02	Friedrichshain-Kreuzberg	02K02	Carl-von-Ossietzky-Schule (Gemeinschaftsschule)	10961	Blücherstr. 46	€6'460'000
02	Friedrichshain-Kreuzberg	02K03	Hector-Peterson-Schule	10963	Tempelhofer Ufer 15	€10'060'000
02	Friedrichshain-Kreuzberg	02K04	Lina-Morgenstern-Schule (Gemeinschaftsschule)	10961	Gneisenaustr. 7	€10'910'000
02	Friedrichshain-Kreuzberg	02K05	Schule am Königstor (Integrierte Sekundarschule)	10249	Weinstr. 3	€200'000
02	Friedrichshain-Kreuzberg	02K06	Emanuel-Lasker-Schule	10245	Modersohnstr. 53	€2'220'000
02	Friedrichshain-Kreuzberg	02K07	Georg-Weerth-Schule	10249	Eckertstr. 16	€4'850'000
02	Friedrichshain-Kreuzberg	02K08	Refik-Veseli-Schule (Integrierte Sekundarschule)	10997	Skalitzer Str. 55	€12'150'000
02	Friedrichshain-Kreuzberg	02K09	Albrecht-von-Graefe-Schule (Integrierte Sekundarschule)	10967	Graefestr. 85-88	€5'000'000
02	Friedrichshain-Kreuzberg	02K10	Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)	10961	Bergmannstr. 64	€5'920'000
02	Friedrichshain-Kreuzberg	02S01	Schule am Friedrichshain	10243	Lasdehner Str. 19	€1'190'000
02	Friedrichshain-Kreuzberg	02S02	Gustav-Meyer-Schule	10999	Kohlfurter Str. 22	€9'190'000
02	Friedrichshain-Kreuzberg	02S03	Margarethe-von-Witzleben-Schule	10243	Palisadenstr. 76-77	€3'840'000
02	Friedrichshain-Kreuzberg	02S06	Liebmann-Schule	10969	Friedrichstr. 13	€0
02	Friedrichshain-Kreuzberg	02Y01	Andreas-Oberschule	10243	Koppenstr. 76	€7'280'000
02	Friedrichshain-Kreuzberg	02Y03	Heinrich-Hertz-Oberschule	10247	Rigaer Str. 81-82	€7'780'000
02	Friedrichshain-Kreuzberg	02Y04	Georg-Friedrich-Händel-Gymnasium	10247	Frankfurter Allee 6A	€2'080'000
02	Friedrichshain-Kreuzberg	02Y05	Dathe-Gymnasium	10243	Helsingforser Str. 11-13	€6'000'000
02	Friedrichshain-Kreuzberg	02Y06	Leibniz-Gymnasium	10961	Schleiermacherstr. 23	€6'880'000
02	Friedrichshain-Kreuzberg	02Y07	Robert-Koch-Gymnasium	10967	Dieffenbachstr. 60	€6'680'000
02	Friedrichshain-Kreuzberg	02Y08	Hermann-Hesse-Oberschule	10967	Böckhstr. 16	€10'030'000
03	Pankow	03G01	Schule am Hamburger Platz (Grundschule)	13086	Gustav-Adolf-Str. 21	€3'470'000
03	Pankow	03G02	Heinrich-Roller-Grundschule	10405	Heinrich-Roller-Str. 18	€7'620'000
03	Pankow	03G03	Grundschule am Kollwitzplatz	10435	Knaackstr. 67	€1'880'000
03	Pankow	03G04	Grundschule an der Marie	10405	Christburger Str. 7	€3'580'000
03	Pankow	03G05	Homer-Grundschule	10407	Pasteurstr. 10-12	€3'780'000
03	Pankow	03G06	Bötzow-Grundschule	10407	John-Schehr-Str. 38	€1'390'000
03	Pankow	03G08	Grundschule am Planetarium	10405	Ella-Kay-Str. 47	€5'430'000
03	Pankow	03G09	Thomas-Mann-Grundschule	10437	Greifenhagener Str. 58-59	€1'850'000
03	Pankow	03G10	Grundschule am Hohen Feld	13125	Bedeweg 1	€1'820'000
03	Pankow	03G11	Schule am Falkplatz (Grundschule)	10437	Gleimstr. 49	€7'880'000
03	Pankow	03G12	Paul-Lincke-Grundschule	10409	Pieskower Weg 39	€1'350'000
03	Pankow	03G13	Rudolf-Dörrier-Grundschule	13158	Kastanienallee 59	€4'910'000
03	Pankow	03G14	Bornholmer Grundschule	10439	Ibsenstr. 17	€9'620'000
03	Pankow	03G16	Grundschule am Teutoburger Platz	10119	Templiner Str. 1-3	€80'000
03	Pankow	03G17	Grundschule am Weißen See	13086	Amalienstr. 6	€8'790'000
03	Pankow	03G18	Picasso-Grundschule	13088	Gounodstr. 71	€3'460'000
03	Pankow	03G20	Grundschule im Moselviertel	13088	Brodenbacher Weg 31	€2'930'000
03	Pankow	03G21	Grundschule unter den Bäumen	13129	Alt-Blankenburg 26	€2'940'000
03	Pankow	03G22	Grundschule am Wasserturm	13089	Tino-Schwierzina-Str. 66	€0
03	Pankow	03G23	Grundschule Alt-Karow	13125	Bahnhofstr. 32	€3'270'000
03	Pankow	03G24	Grundschule im Panketal	13125	Achillesstr. 31	€4'140'000
03	Pankow	03G25	Carl-Humann-Grundschule	10439	Scherenbergstr. 7	€1'440'000
03	Pankow	03G26	Arnold-Zweig-Grundschule	13187	Wollankstr. 131	€340'000
03	Pankow	03G27	Elizabeth-Shaw-Grundschule	13187	Grunowstr. 17	€3'040'000
03	Pankow	03G28	Grundschule im Hasengrund	13156	Charlottenstr. 19	€0
03	Pankow	03G29	Grundschule Am Sandhaus	13125	Wiltbergstr. 37-39	€770'000
03	Pankow	03G32	Grundschule an den Buchen	13156	Wilhelm-Wolff-Str. 19	€3'000'000
03	Pankow	03G33	Jeanne-Barez-Schule (Grundschule)	13127	Hauptstr. 66	€1'940'000
03	Pankow	03G34	Mendel-Grundschule	13187	Stiftsweg 3	€3'820'000
03	Pankow	03G35	Platanengrundschule	13159	Hauptstr. 20	€1'350'000
03	Pankow	03G36	Elisabeth-Christinen-Grundschule	13156	Lindenberger Str. 12	€7'650'000
03	Pankow	03G37	Klecks-Grundschule	13187	Brixener Str. 40	€490'000
03	Pankow	03G38	Grundschule im Blumenviertel	10407	Syringenplatz 30	€3'720'000
03	Pankow	03G39	Grundschule Wolkenstein	13189	Neumannstr. 65	€2'010'000
03	Pankow	03G40	Schule am Birkenhof	13127	Arnouxstr. 18	€1'640'000
03	Pankow	03G41	Trelleborg-Schule (Grundschule)	13189	Eschengraben 40	€5'660'000
03	Pankow	03G43	Grundschule Wilhelmsruh	13158	Lessingstr. 44	€2'100'000
03	Pankow	03G44	Georg-Zacharias-Grundschule	13088	Sulzfelder Str. 15	€1'800'000
03	Pankow	03G45	Grundschule im Hofgarten	10435	Danziger Str. 50	€680'000
03	Pankow	03G46	Grundschule im Eliashof	10437	Senefelderstr. 6	€1'140'000
03	Pankow	03G47	Schule an der Strauchwiese	13187	Mendelstr. 54	€0
03	Pankow	03K01	Kurt-Schwitters-Schule	10405	Greifswalder Str. 25	€3'560'000
03	Pankow	03K02	Kurt-Tucholsky-Schule (Integrierte Sekundarschule)	13189	Neumannstr. 9-11	€3'030'000
03	Pankow	03K03	Konrad-Duden-Schule (Integrierte Sekundarschule)	13156	Rolandstr. 35	€1'880'000
03	Pankow	03K04	Gustave-Eiffel-Schule	10409	Hanns-Eisler-Str. 78-80	€7'020'000
03	Pankow	03K05	Heinz-Brandt-Schule	13086	Langhansstr. 120	€4'720'000
03	Pankow	03K06	Reinhold-Burger-Schule	13187	Neue Schönholzer Str. 32	€2'010'000
03	Pankow	03K07	Tesla-Schule (Gemeinschaftsschule)	10407	Rudi-Arndt-Str. 18	€9'900'000
03	Pankow	03K08	Hagenbeck-Schule	13086	Gustav-Adolf-Str. 60	€5'080'000
03	Pankow	03K09	Janusz-Korczak-Schule (Integrierte Sekundarschule)	13187	Dolomitenstr. 94	€3'820'000
03	Pankow	03K10	Hufeland-Schule (Integrierte Sekundarschule)	13125	Walter-Friedrich-Str. 16-18	€16'420'000
03	Pankow	03K11	Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)	10439	Erich-Weinert-Str. 70	€2'010'000
03	Pankow	03S01	Schule am Senefelderplatz	10435	Schönhauser Allee 165	€3'080'000
03	Pankow	03S03	Helene-Haeusler-Schule	10405	Mendelssohnstr. 10	€2'300'000
03	Pankow	03S07	Schule an der Heide	13156	Hermann-Hesse-Str. 48-52	€1'090'000
03	Pankow	03S08	Panke-Schule	13187	Galenusstr. 64	€0
03	Pankow	03S09	Schule an der Strauchwiese	13187	Mendelstr. 54	€200'000
03	Pankow	03S10	Marianne-Buggenhagen-Schule	13125	Ernst-Busch-Str. 29	€1'060'000
03	Pankow	03Y03	Käthe-Kollwitz-Gymnasium	10439	Dunckerstr. 65-66	€4'700'000
03	Pankow	03Y04	Heinrich-Schliemann-Gymnasium	10439	Dunckerstr. 64	€5'300'000
03	Pankow	03Y08	Carl-von-Ossietzky-Gymnasium	13187	Görschstr. 42-44	€520'000
03	Pankow	03Y10	Rosa-Luxemburg-Gymnasium	13189	Kissingenstr. 12	€0
03	Pankow	03Y13	Felix-Mendelssohn-Bartholdy-Gymnasium	10407	Eugen-Schönhaar-Str. 18	€0
03	Pankow	03Y14	Primo-Levi-Gymnasium	13086	Pistoriusstr. 133	€19'850'000
03	Pankow	03Y15	Max-Delbrück-Gymnasium	13156	Kuckhoffstr. 2-22	€8'200'000
03	Pankow	03Y16	Robert-Havemann-Gymnasium	13125	Achillesstr. 79	€7'260'000
03	Pankow	03Y17	17. Schule (Gymnasium)	10407	Conrad-Blenkle-Str. 34	€0
04	Charlottenburg-Wilmersdorf	04G01	Eichendorff-Grundschule	10625	Goethestr. 19	€4'660'000
04	Charlottenburg-Wilmersdorf	04G02	Lietzensee-Grundschule	14057	Witzlebenstr. 34	€4'350'000
04	Charlottenburg-Wilmersdorf	04G04	Joan-Miró-Grundschule	10623	Bleibtreustr. 43	€8'030'000
04	Charlottenburg-Wilmersdorf	04G05	Dietrich-Bonhoeffer-Grundschule	14050	Spandauer Damm 205-215	€1'100'000
04	Charlottenburg-Wilmersdorf	04G06	Wald-Grundschule	14055	Waldschulallee 83-93	€3'850'000
04	Charlottenburg-Wilmersdorf	04G07	Ludwig-Cauer-Grundschule	10587	Cauerstr. 36-38	€6'920'000
04	Charlottenburg-Wilmersdorf	04G08	Mierendorff-Grundschule	10589	Mierendorffstr. 20-24	€9'500'000
04	Charlottenburg-Wilmersdorf	04G09	Erwin-von-Witzleben-Grundschule	13627	Halemweg 34	€2'840'000
04	Charlottenburg-Wilmersdorf	04G11	Helmuth-James-von-Moltke-Grundschule	13627	Heckerdamm 221	€4'440'000
04	Charlottenburg-Wilmersdorf	04G12	Schinkel-Grundschule	10585	Nithackstr. 8	€7'530'000
04	Charlottenburg-Wilmersdorf	04G13	Nehring-Grundschule	14059	Nehringstr. 9-10	€12'330'000
04	Charlottenburg-Wilmersdorf	04G14	Reinhold-Otto-Grundschule	14050	Leistikowstr. 7-8	€5'170'000
04	Charlottenburg-Wilmersdorf	04G15	Charles-Dickens-Grundschule	14055	Dickensweg 15	€3'230'000
04	Charlottenburg-Wilmersdorf	04G17	Johann-Peter-Hebel-Grundschule	10719	Emser Str. 50	€5'890'000
04	Charlottenburg-Wilmersdorf	04G18	Ernst-Habermann-Grundschule	10715	Prinzregentenstr. 33-34	€1'720'000
04	Charlottenburg-Wilmersdorf	04G19	Grundschule am Rüdesheimer Platz	14197	Rüdesheimer Str. 24-30	€7'900'000
04	Charlottenburg-Wilmersdorf	04G20	Katharina-Heinroth-Grundschule	10709	Münstersche Str. 15-17	€8'720'000
04	Charlottenburg-Wilmersdorf	04G21	Halensee-Grundschule	10711	Joachim-Friedrich-Str. 35-36	€6'620'000
04	Charlottenburg-Wilmersdorf	04G22	Grunewald-Grundschule	14193	Delbrückstr. 20A	€3'890'000
04	Charlottenburg-Wilmersdorf	04G23	Alt-Schmargendorf-Grundschule	14199	Reichenhaller Str. 8	€10'810'000
04	Charlottenburg-Wilmersdorf	04G24	Carl-Orff-Grundschule	14199	Berkaer Str. 9-10	€6'910'000
04	Charlottenburg-Wilmersdorf	04G25	Cecilien-Schule (Grundschule)	10717	Nikolsburger Platz 5	€6'060'000
04	Charlottenburg-Wilmersdorf	04G26	Birger-Forell-Grundschule	10715	Koblenzer Str. 22-24	€5'660'000
04	Charlottenburg-Wilmersdorf	04K02	Friedensburg-Schule	10623	Goethestr. 8-9	€12'860'000
04	Charlottenburg-Wilmersdorf	04K03	Robert-Jungk-Schule	10707	Sächsische Str. 58	€3'200'000
04	Charlottenburg-Wilmersdorf	04K05	Paula-Fürst-Schule (Gemeinschaftsschule)	10629	Sybelstr. 20-21	€5'350'000
04	Charlottenburg-Wilmersdorf	04K06	Schule am Schloss (Integrierte Sekundarschule)	14059	Schloßstr. 55A	€12'530'000
04	Charlottenburg-Wilmersdorf	04K07	Integrierte Sekundarschule Wilmersdorf	14199	Kranzer Str. 3	€8'520'000
04	Charlottenburg-Wilmersdorf	04K08	Peter-Ustinov-Schule	14057	Kuno-Fischer-Str. 22-26	€2'530'000
04	Charlottenburg-Wilmersdorf	04K09	Otto-von-Guericke-Schule (Integrierte Sekundarschule)	10709	Eisenzahnstr. 47-48	€11'540'000
04	Charlottenburg-Wilmersdorf	04S02	Arno-Fuchs-Schule	10585	Richard-Wagner-Str. 30	€3'840'000
04	Charlottenburg-Wilmersdorf	04S04	Reinfelder-Schule	14055	Maikäferpfad 30	€6'230'000
04	Charlottenburg-Wilmersdorf	04S05	Ernst-Adolf-Eschke-Schule für Gehörlose	14055	Waldschulallee 29	€650'000
04	Charlottenburg-Wilmersdorf	04S06	Finkenkrug-Schule	10713	Mannheimer Str. 21-22	€1'780'000
04	Charlottenburg-Wilmersdorf	04S07	Comenius-Schule	10713	Gieselerstr. 4	€11'020'000
04	Charlottenburg-Wilmersdorf	04Y01	Schiller-Gymnasium	10625	Schillerstr. 125-127	€11'340'000
04	Charlottenburg-Wilmersdorf	04Y02	Wald-Gymnasium	14055	Waldschulallee 95	€5'230'000
04	Charlottenburg-Wilmersdorf	04Y03	Sophie-Charlotte-Gymnasium	10629	Sybelstr. 2	€7'210'000
04	Charlottenburg-Wilmersdorf	04Y04	Gottfried-Keller-Gymnasium	10589	Olbersstr. 38	€13'390'000
04	Charlottenburg-Wilmersdorf	04Y05	Herder-Gymnasium	14052	Westendallee 45-46	€5'030'000
04	Charlottenburg-Wilmersdorf	04Y06	Heinz-Berggruen-Gymnasium	14052	Bayernallee 4	€2'160'000
04	Charlottenburg-Wilmersdorf	04Y07	Friedrich-Ebert-Gymnasium	10713	Blissestr. 22	€8'430'000
04	Charlottenburg-Wilmersdorf	04Y08	Hildegard-Wegscheider-Gymnasium	14193	Lassenstr. 16-20	€4'390'000
